n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
5,	21692,	-55,	-132.427749633789,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.958,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	start,	1320198.96177574,	1320200.44546398
5,	21693,	-67,	-144.694351196289,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.96,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21694,	-56,	-130.966522216797,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.966,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21695,	-66,	-134.712966918945,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.969,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21696,	-55,	-115.486312866211,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.973,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21697,	-66,	-114.596389770508,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.978,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21698,	-55,	-104.268928527832,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.984,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21699,	-66,	-100.055541992188,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.987,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21700,	-56,	-97.7153854370117,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.99,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
5,	21701,	-65,	-89.5577850341797,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753706611.994,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
