n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
9,	25367,	-68,	2.73018574714661,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.717,	SIMPLE,	29.2,	20,	Belt0001,	None,	start,	1299030.83563918,	1299033.14984695
9,	25368,	-68,	10.4153566360474,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.721,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25369,	-68,	4.5649585723877,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.726,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25370,	-68,	8.84426403045654,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.732,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25371,	-68,	2.2852258682251,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.737,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25372,	-68,	6.60847806930542,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.741,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25373,	-68,	7.93786430358887,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.745,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25374,	-68,	5.35599851608276,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.752,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25375,	-68,	3.83983874320984,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.759,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25376,	-69,	11.3766899108887,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.772,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
9,	25377,	-68,	7.6192512512207,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752583417.777,	SIMPLE,	29.2,	20,	Belt0001,	None,	,	,	
