n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
9,	10769,	-67,	-85.2345352172852,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.168,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	start,	1308509.81489993,	1308513.35098777
9,	10770,	-67,	-88.7777328491211,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.173,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10771,	-66,	-86.5968780517578,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.177,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10772,	-66,	-88.01416015625,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.181,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10773,	-66,	-88.184455871582,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.186,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10774,	-66,	-85.6575241088867,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.19,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10775,	-66,	-88.8711166381836,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.194,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10776,	-66,	-88.195442199707,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.198,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10777,	-65,	-95.765251159668,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.203,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10778,	-65,	-87.4208831787109,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.207,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10779,	-65,	-89.6292037963867,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.212,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10780,	-65,	-92.0902099609375,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.218,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10781,	-65,	-95.677360534668,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.223,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10782,	-65,	-91.6672286987305,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.227,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10783,	-64,	-94.8863220214844,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.231,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10784,	-64,	-89.4424285888672,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.236,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10785,	-64,	-95.0346374511719,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.24,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10786,	-64,	-98.3031692504883,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.244,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10787,	-64,	-97.0012512207031,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.249,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10788,	-64,	-97.9351196289062,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.253,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10789,	-63,	-97.0177307128906,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.257,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10790,	-64,	-95.7707443237305,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.262,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10791,	-63,	-99.0887145996094,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.266,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10792,	-63,	-94.2710647583008,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.27,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10793,	-63,	-99.3853607177734,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.275,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
9,	10794,	-63,	-94.9797058105469,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197760.279,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
