n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
3,	2996,	-69,	-61.7230758666992,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.599,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	start,	1308231.23688633,	1308233.75908379
3,	2997,	-70,	-68.1667556762695,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.604,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	2998,	-69,	-67.5075531005859,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.609,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	2999,	-69,	-68.194221496582,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.614,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3000,	-69,	-73.5117645263672,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.618,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3001,	-69,	-66.9527282714844,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.623,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3002,	-68,	-74.9125671386719,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.627,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3003,	-68,	-75.5223236083984,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.634,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3004,	-67,	-79.3017349243164,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.638,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3005,	-67,	-75.5827484130859,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.643,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3006,	-67,	-80.6695785522461,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.647,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3007,	-67,	-78.9446716308594,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.651,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
3,	3008,	-67,	-85.1905899047852,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000533b2ddd9014000000000,	epc,	3000,	4bcb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753197480.656,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
