n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
1,	24357,	-69,	-143.535263061523,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759850711.029,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24358,	-69,	-147.089447021484,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759850711.034,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24359,	-69,	-144.518569946289,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.72,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24360,	-69,	-142.249816894531,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.727,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24361,	-69,	-142.925506591797,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.734,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24362,	-69,	-141.261032104492,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.742,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24363,	-69,	-140.546890258789,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.747,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24364,	-69,	-149.242828369141,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.753,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24365,	-69,	-141.491744995117,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.758,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24366,	-69,	-142.453079223633,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.769,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24367,	-69,	-138.778045654297,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.776,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24368,	-69,	-145.57878112793,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.787,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24369,	-69,	-139.184539794922,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.794,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24370,	-69,	-140.162353515625,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.801,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24371,	-69,	-143.689071655273,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.807,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24372,	-69,	-142.936492919922,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.811,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24373,	-69,	-143.683578491211,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.82,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24374,	-69,	-144.090087890625,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.824,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24375,	-69,	-144.529556274414,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.829,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24376,	-69,	-143.842895507812,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.837,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24377,	-69,	-144.018676757812,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851013.844,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24378,	-69,	-143.222137451172,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.593,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24379,	-69,	-140.123901367188,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.597,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24380,	-68,	-148.155151367188,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.602,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24381,	-69,	-139.019744873047,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.612,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24382,	-69,	-143.150726318359,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.617,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24383,	-69,	-145.298629760742,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.629,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24384,	-69,	-146.985076904297,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.965,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24385,	-69,	-143.375961303711,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.969,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24386,	-69,	-145.144805908203,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.973,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24387,	-69,	-145.056915283203,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.98,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24388,	-69,	-143.397933959961,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.984,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24389,	-69,	-143.189178466797,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851014.989,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24390,	-69,	-145.199737548828,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.24,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24391,	-69,	-146.358840942383,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.252,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24392,	-69,	-141.947692871094,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.256,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24393,	-69,	-142.079528808594,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.26,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24394,	-69,	-143.557235717773,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.601,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24395,	-69,	-140.513931274414,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.609,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24396,	-69,	-145.435958862305,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.614,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24397,	-69,	-148.083740234375,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.619,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24398,	-69,	-140.618301391602,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.623,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24399,	-69,	-140.997344970703,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.628,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24400,	-69,	-139.102142333984,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.714,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24401,	-69,	-142.524490356445,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.72,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24402,	-68,	-147.083953857422,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.727,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24403,	-69,	-143.227630615234,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.732,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24404,	-69,	-143.897827148438,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.987,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24405,	-69,	-140.426040649414,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.992,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24406,	-69,	-146.715896606445,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851015.996,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24407,	-69,	-141.892761230469,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24408,	-69,	-141.173126220703,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.007,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24409,	-69,	-145.33708190918,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.011,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24410,	-69,	-142.486038208008,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.016,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24411,	-69,	-140.519424438477,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.198,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24412,	-69,	-141.887268066406,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.203,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24413,	-69,	-141.69499206543,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.207,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24414,	-69,	-142.42561340332,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.226,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24415,	-69,	-143.238616943359,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.323,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24416,	-69,	-142.590408325195,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.327,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24417,	-69,	-142.035583496094,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.334,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24418,	-69,	-143.117767333984,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.339,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24419,	-69,	-144.666885375977,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.35,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	24420,	-69,	-143.831909179688,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000633b2ddd9014000000000,	epc,	3000,	3331,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1759851016.356,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
