n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
33,	29800,	-68,	-81.9000854492188,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.333,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	start,	1342363.55160708,	1342366.63753771
33,	29801,	-68,	-79.3731460571289,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.34,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29802,	-68,	-84.6742172241211,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.344,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29803,	-68,	-83.6579513549805,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.348,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29804,	-67,	-86.9154968261719,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.353,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29805,	-68,	-82.4164581298828,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.357,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29806,	-67,	-89.0908508300781,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.361,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29807,	-67,	-83.9326171875,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.366,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29808,	-67,	-88.8985900878906,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.37,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29809,	-67,	-91.4859466552734,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.374,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29810,	-67,	-87.4208831787109,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.379,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29811,	-67,	-87.5746917724609,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.383,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29812,	-67,	-95.7817306518555,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.387,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29813,	-67,	-90.5520782470703,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.392,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29814,	-67,	-91.5134124755859,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.397,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29815,	-67,	-90.0741577148438,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.402,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29816,	-66,	-98.8689804077148,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.407,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29817,	-67,	-95.853141784668,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.411,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29818,	-66,	-97.3583145141602,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.415,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29819,	-66,	-89.8928833007812,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.42,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29820,	-66,	-96.3914947509766,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.424,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
33,	29821,	-66,	-98.7865829467773,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967801.428,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
