n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
17,	22252,	-70,	-37.7886276245117,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.162,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	start,	1339344.55731535,	1339346.34905675
17,	22253,	-69,	-46.358226776123,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.175,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22254,	-69,	-44.7871322631836,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.187,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22255,	-68,	-48.6049995422363,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.191,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22256,	-69,	-52.0877723693848,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.196,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22257,	-68,	-52.4503326416016,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.2,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22258,	-67,	-59.712516784668,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.208,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22259,	-67,	-61.2781143188477,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.213,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22260,	-67,	-62.0526733398438,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.217,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22261,	-66,	-65.6617965698242,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.222,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22262,	-66,	-65.3102188110352,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.226,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
17,	22263,	-66,	-65.4145965576172,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753964781.233,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
