n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
31,	28922,	-67,	-120.897247314453,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.081,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	start,	1342296.13118123,	1342299.47044574
31,	28923,	-67,	-121.935485839844,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.086,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28924,	-67,	-124.061401367188,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.09,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28925,	-67,	-123.72631072998,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.094,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28926,	-66,	-126.709190368652,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.099,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28927,	-66,	-120.946685791016,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.103,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28928,	-66,	-124.138313293457,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.107,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28929,	-66,	-121.468551635742,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.112,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28930,	-66,	-127.500228881836,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.116,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28931,	-66,	-123.567001342773,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.12,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28932,	-66,	-127.752922058105,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.125,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
31,	28933,	-66,	-124.879913330078,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000933b2ddd9014000000000,	epc,	3000,	b802,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1753967734.129,	SIMPLE,	29.2,	20,	Belt0001,	Container_Water,	,	,	
